INFO 2019-06-12 18:34:04,838 autoreload 576 Watching for file changes with StatReloader
INFO 2019-06-16 22:04:17,690 basehttp 154 "GET /static/images/linux.jpg HTTP/1.1" 200 62189
INFO 2019-06-16 22:04:17,737 basehttp 154 "GET /static/images/python_web.jpg HTTP/1.1" 200 45717
INFO 2019-06-16 22:04:17,740 basehttp 154 "GET /static/images/python_advanced.jpg HTTP/1.1" 200 120059
INFO 2019-06-16 22:04:17,749 basehttp 154 "GET /static/images/english.jpg HTTP/1.1" 200 137605
INFO 2019-06-16 22:04:17,877 basehttp 154 "GET /static/images/wechat2.jpg HTTP/1.1" 200 41049
WARNING 2019-06-16 22:04:18,150 log 228 Not Found: /favicon.ico
WARNING 2019-06-16 22:04:18,153 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2027
WARNING 2019-06-16 22:12:40,041 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:12:40,043 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2042
WARNING 2019-06-16 22:14:19,360 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:19,363 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2394
WARNING 2019-06-16 22:14:20,194 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:20,195 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2394
WARNING 2019-06-16 22:14:20,559 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:20,560 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2394
WARNING 2019-06-16 22:14:20,956 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:20,957 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2394
WARNING 2019-06-16 22:14:21,169 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:21,171 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2394
WARNING 2019-06-16 22:14:28,835 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:28,836 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2394
WARNING 2019-06-16 22:14:29,451 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:29,452 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2394
INFO 2019-06-16 22:14:31,640 basehttp 154 "GET / HTTP/1.1" 200 18057
WARNING 2019-06-16 22:14:33,401 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:33,404 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2394
WARNING 2019-06-16 22:14:49,012 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:14:49,013 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2382
INFO 2019-06-16 22:15:21,571 basehttp 154 "GET /login HTTP/1.1" 301 0
INFO 2019-06-16 22:15:21,594 basehttp 154 "GET /login/ HTTP/1.1" 200 4054
INFO 2019-06-16 22:15:21,628 basehttp 154 "GET /static/css/authPro/auth.css HTTP/1.1" 200 3286
WARNING 2019-06-16 22:15:26,149 log 228 Not Found: /users/login.html
WARNING 2019-06-16 22:15:26,153 basehttp 154 "GET /users/login.html HTTP/1.1" 404 2382
WARNING 2019-06-16 22:15:34,688 log 228 Not Found: /users/register.html
WARNING 2019-06-16 22:15:34,695 basehttp 154 "GET /users/register.html HTTP/1.1" 404 2391
WARNING 2019-06-16 22:15:45,312 log 228 Not Found: /login/
WARNING 2019-06-16 22:15:45,314 basehttp 154 "GET /login/ HTTP/1.1" 404 2351
WARNING 2019-06-16 22:15:49,382 log 228 Not Found: /login/
WARNING 2019-06-16 22:15:49,384 basehttp 154 "GET /login/ HTTP/1.1" 404 2351
WARNING 2019-06-16 22:15:51,584 log 228 Not Found: /login/
WARNING 2019-06-16 22:15:51,587 basehttp 154 "GET /login/ HTTP/1.1" 404 2351
INFO 2019-06-16 22:15:54,967 basehttp 154 "GET /login/ HTTP/1.1" 200 4054
INFO 2019-06-16 22:15:56,901 basehttp 154 "GET /login/ HTTP/1.1" 200 4054
INFO 2019-06-16 22:16:15,058 basehttp 154 "GET /register/ HTTP/1.1" 200 4257
INFO 2019-06-16 22:16:15,079 basehttp 154 "GET /static/images/captcha.png HTTP/1.1" 200 4296
WARNING 2019-06-16 22:16:19,113 log 228 Not Found: /register/register.html
WARNING 2019-06-16 22:16:19,115 basehttp 154 "GET /register/register.html HTTP/1.1" 404 2400
WARNING 2019-06-16 22:17:16,631 log 228 Not Found: /register/register.html
WARNING 2019-06-16 22:17:16,634 basehttp 154 "GET /register/register.html HTTP/1.1" 404 2400
INFO 2019-06-16 22:17:18,825 basehttp 154 "GET /register/ HTTP/1.1" 200 4257
WARNING 2019-06-16 22:17:21,586 log 228 Not Found: /register/register.html
WARNING 2019-06-16 22:17:21,588 basehttp 154 "GET /register/register.html HTTP/1.1" 404 2400
INFO 2019-06-16 22:18:17,800 basehttp 154 "GET / HTTP/1.1" 200 18035
INFO 2019-06-16 22:18:19,393 basehttp 154 "GET /login/ HTTP/1.1" 200 4032
INFO 2019-06-16 22:18:20,877 basehttp 154 "GET /register/ HTTP/1.1" 200 4257
WARNING 2019-06-16 22:18:24,884 log 228 Not Found: /register/register.html
WARNING 2019-06-16 22:18:24,888 basehttp 154 "GET /register/register.html HTTP/1.1" 404 2400
INFO 2019-06-16 22:19:28,838 basehttp 154 "GET / HTTP/1.1" 200 18035
INFO 2019-06-16 22:19:30,705 basehttp 154 "GET /login/ HTTP/1.1" 200 3983
INFO 2019-06-16 22:19:32,167 basehttp 154 "GET /register/ HTTP/1.1" 200 4745
INFO 2019-06-16 22:19:33,209 basehttp 154 "GET /login/ HTTP/1.1" 200 3983
INFO 2019-06-16 22:19:33,879 basehttp 154 "GET /register/ HTTP/1.1" 200 4745
INFO 2019-06-16 22:21:26,993 basehttp 154 "GET / HTTP/1.1" 200 18033
INFO 2019-06-16 22:32:39,593 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:56,940 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:57,858 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:58,205 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:58,395 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:58,576 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:58,760 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:58,959 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:59,348 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:59,558 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:32:59,760 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:33:00,376 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:33:00,557 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:33:00,734 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:33:42,171 basehttp 154 "GET /register/ HTTP/1.1" 200 4743
INFO 2019-06-16 22:37:53,907 basehttp 154 "GET /register/ HTTP/1.1" 200 4789
INFO 2019-06-16 22:37:53,934 basehttp 154 "GET /static/css/users/auth.css HTTP/1.1" 200 3286
INFO 2019-06-16 22:37:53,938 basehttp 154 "GET /static/js/users/auth.js HTTP/1.1" 200 1264
WARNING 2019-06-16 22:37:54,032 log 228 Not Found: /image_codes/1b131ce5-5f66-4880-a098-8196cf71e2d7/
WARNING 2019-06-16 22:37:54,040 basehttp 154 "GET /image_codes/1b131ce5-5f66-4880-a098-8196cf71e2d7/ HTTP/1.1" 404 2481
WARNING 2019-06-16 22:37:55,221 log 228 Not Found: /image_codes/5eee826c-a5c2-4f83-8d77-db4e3f7de6bd/
WARNING 2019-06-16 22:37:55,223 basehttp 154 "GET /image_codes/5eee826c-a5c2-4f83-8d77-db4e3f7de6bd/ HTTP/1.1" 404 2481
WARNING 2019-06-16 22:37:55,913 log 228 Not Found: /image_codes/0a2c8a22-34eb-493c-9191-ba6cb47bb88a/
WARNING 2019-06-16 22:37:55,914 basehttp 154 "GET /image_codes/0a2c8a22-34eb-493c-9191-ba6cb47bb88a/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:38:03,285 basehttp 154 "GET /register/ HTTP/1.1" 200 4789
WARNING 2019-06-16 22:38:03,405 log 228 Not Found: /image_codes/4843913f-4493-490b-af3c-3930d909a5a2/
WARNING 2019-06-16 22:38:03,430 basehttp 154 "GET /image_codes/4843913f-4493-490b-af3c-3930d909a5a2/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:38:03,919 basehttp 154 "GET /register/ HTTP/1.1" 200 4789
WARNING 2019-06-16 22:38:04,025 log 228 Not Found: /image_codes/6bee5f69-1817-463f-a1bc-0280d4411e8f/
WARNING 2019-06-16 22:38:04,031 basehttp 154 "GET /image_codes/6bee5f69-1817-463f-a1bc-0280d4411e8f/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:38:04,490 basehttp 154 "GET /register/ HTTP/1.1" 200 4789
WARNING 2019-06-16 22:38:04,588 log 228 Not Found: /image_codes/998a3f5e-9bb6-4f44-b001-ee3e9c6fdc86/
WARNING 2019-06-16 22:38:04,595 basehttp 154 "GET /image_codes/998a3f5e-9bb6-4f44-b001-ee3e9c6fdc86/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:38:04,951 basehttp 154 "GET /register/ HTTP/1.1" 200 4789
WARNING 2019-06-16 22:38:05,057 log 228 Not Found: /image_codes/de333d2e-383c-42e3-a14d-2e0bce42bf8b/
WARNING 2019-06-16 22:38:05,059 basehttp 154 "GET /image_codes/de333d2e-383c-42e3-a14d-2e0bce42bf8b/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:39:59,745 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
INFO 2019-06-16 22:39:59,785 basehttp 154 "GET /static/js/users/auth.js HTTP/1.1" 304 0
WARNING 2019-06-16 22:39:59,850 log 228 Not Found: /image_codes/b7a18cf5-64ca-437c-95f8-a146d2d7a187/
WARNING 2019-06-16 22:39:59,857 basehttp 154 "GET /image_codes/b7a18cf5-64ca-437c-95f8-a146d2d7a187/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:00,331 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:00,420 log 228 Not Found: /image_codes/52c5122d-21bc-497a-9e33-9fa146dca58a/
WARNING 2019-06-16 22:40:00,423 basehttp 154 "GET /image_codes/52c5122d-21bc-497a-9e33-9fa146dca58a/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:00,521 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:00,630 log 228 Not Found: /image_codes/58f529f0-d4ef-4b51-bc46-551988982a75/
WARNING 2019-06-16 22:40:00,631 basehttp 154 "GET /image_codes/58f529f0-d4ef-4b51-bc46-551988982a75/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:00,714 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:00,800 log 228 Not Found: /image_codes/b1d222e2-9de1-43d1-9715-150c8ff17e2c/
WARNING 2019-06-16 22:40:00,807 basehttp 154 "GET /image_codes/b1d222e2-9de1-43d1-9715-150c8ff17e2c/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:57,693 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
INFO 2019-06-16 22:40:57,714 basehttp 154 "GET /static/js/users/auth.js HTTP/1.1" 304 0
WARNING 2019-06-16 22:40:57,779 log 228 Not Found: /image_codes/1b7e75a4-9f99-475f-b805-0cd205852a29/
WARNING 2019-06-16 22:40:57,781 basehttp 154 "GET /image_codes/1b7e75a4-9f99-475f-b805-0cd205852a29/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:58,421 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:58,503 log 228 Not Found: /image_codes/5de0ccfd-c850-4aa4-8c6c-e5aec5c74bf0/
WARNING 2019-06-16 22:40:58,506 basehttp 154 "GET /image_codes/5de0ccfd-c850-4aa4-8c6c-e5aec5c74bf0/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:58,641 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:58,728 log 228 Not Found: /image_codes/9fc74df3-0ece-4395-a72c-03c5fd4f9ead/
WARNING 2019-06-16 22:40:58,729 basehttp 154 "GET /image_codes/9fc74df3-0ece-4395-a72c-03c5fd4f9ead/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:58,810 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:58,895 log 228 Not Found: /image_codes/faa9be00-1e7b-4124-a456-8f77bd8e419f/
WARNING 2019-06-16 22:40:58,901 basehttp 154 "GET /image_codes/faa9be00-1e7b-4124-a456-8f77bd8e419f/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:59,008 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:59,093 log 228 Not Found: /image_codes/2d242fde-bdfb-4469-ac8b-bb435c4d2a60/
WARNING 2019-06-16 22:40:59,094 basehttp 154 "GET /image_codes/2d242fde-bdfb-4469-ac8b-bb435c4d2a60/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:59,223 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:59,336 log 228 Not Found: /image_codes/09a844b5-0168-4a7b-971a-130c9554ce6d/
WARNING 2019-06-16 22:40:59,338 basehttp 154 "GET /image_codes/09a844b5-0168-4a7b-971a-130c9554ce6d/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:59,675 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:59,757 log 228 Not Found: /image_codes/3b2ff759-c453-49af-9f92-5c1372177021/
WARNING 2019-06-16 22:40:59,758 basehttp 154 "GET /image_codes/3b2ff759-c453-49af-9f92-5c1372177021/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:40:59,844 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:40:59,939 log 228 Not Found: /image_codes/5b7ba44e-254a-4f69-bfb4-72ad097d3c0a/
WARNING 2019-06-16 22:40:59,943 basehttp 154 "GET /image_codes/5b7ba44e-254a-4f69-bfb4-72ad097d3c0a/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:41:00,039 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:41:00,132 log 228 Not Found: /image_codes/eb487e1a-fee0-499e-8d95-15594c3f7e68/
WARNING 2019-06-16 22:41:00,135 basehttp 154 "GET /image_codes/eb487e1a-fee0-499e-8d95-15594c3f7e68/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:41:00,575 basehttp 154 "GET /register/ HTTP/1.1" 200 4840
WARNING 2019-06-16 22:41:00,657 log 228 Not Found: /image_codes/3ed995cc-8a69-4f4a-ba45-bb2cab2d6354/
WARNING 2019-06-16 22:41:00,658 basehttp 154 "GET /image_codes/3ed995cc-8a69-4f4a-ba45-bb2cab2d6354/ HTTP/1.1" 404 2481
INFO 2019-06-16 22:42:34,186 basehttp 154 "GET /login/ HTTP/1.1" 200 3979
INFO 2019-06-16 22:42:57,038 basehttp 154 "GET /login/ HTTP/1.1" 200 3979
INFO 2019-06-16 22:43:05,561 basehttp 154 "GET / HTTP/1.1" 200 18045
INFO 2019-06-16 22:43:07,153 basehttp 154 "GET /users/login/ HTTP/1.1" 200 3991
INFO 2019-06-16 22:43:09,620 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4858
INFO 2019-06-16 22:43:09,639 basehttp 154 "GET /static/js/users/auth.js HTTP/1.1" 304 0
WARNING 2019-06-16 22:43:09,725 log 228 Not Found: /image_codes/f1fdca52-e645-4f78-b490-71f2b7ea1b90/
WARNING 2019-06-16 22:43:09,727 basehttp 154 "GET /image_codes/f1fdca52-e645-4f78-b490-71f2b7ea1b90/ HTTP/1.1" 404 2247
INFO 2019-06-16 22:52:46,064 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4858
INFO 2019-06-16 22:52:46,148 basehttp 154 "GET /static/js/users/auth.js HTTP/1.1" 304 0
WARNING 2019-06-16 22:52:46,371 log 228 Not Found: /image_codes/c387cee7-d64e-4b63-b16f-fe12f5db9f6a/
WARNING 2019-06-16 22:52:46,373 basehttp 154 "GET /image_codes/c387cee7-d64e-4b63-b16f-fe12f5db9f6a/ HTTP/1.1" 404 2247
ERROR 2019-06-16 22:59:48,410 log 228 Internal Server Error: /users/register/
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
TypeError: as_view() takes 1 positional argument but 2 were given
ERROR 2019-06-16 22:59:48,415 basehttp 154 "GET /users/register/ HTTP/1.1" 500 61125
ERROR 2019-06-16 23:01:06,868 log 228 Internal Server Error: /users/register/
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
TypeError: as_view() takes 1 positional argument but 2 were given
ERROR 2019-06-16 23:01:06,873 basehttp 154 "GET /users/register/ HTTP/1.1" 500 61125
ERROR 2019-06-16 23:01:07,972 log 228 Internal Server Error: /users/register/
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
TypeError: as_view() takes 1 positional argument but 2 were given
ERROR 2019-06-16 23:01:07,977 basehttp 154 "GET /users/register/ HTTP/1.1" 500 61125
ERROR 2019-06-16 23:01:08,189 log 228 Internal Server Error: /users/register/
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
TypeError: as_view() takes 1 positional argument but 2 were given
ERROR 2019-06-16 23:01:08,193 basehttp 154 "GET /users/register/ HTTP/1.1" 500 61125
INFO 2019-06-16 23:01:32,744 basehttp 154 "GET / HTTP/1.1" 200 18045
ERROR 2019-06-16 23:01:34,506 log 228 Internal Server Error: /users/register/
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
TypeError: as_view() takes 1 positional argument but 2 were given
ERROR 2019-06-16 23:01:34,511 basehttp 154 "GET /users/register/ HTTP/1.1" 500 60978
ERROR 2019-06-16 23:02:42,031 log 228 Internal Server Error: /users/register/
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
TypeError: as_view() takes 1 positional argument but 2 were given
ERROR 2019-06-16 23:02:42,036 basehttp 154 "GET /users/register/ HTTP/1.1" 500 60978
INFO 2019-06-16 23:03:25,474 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4858
INFO 2019-06-16 23:03:25,518 basehttp 154 "GET /static/js/users/auth.js HTTP/1.1" 304 0
INFO 2019-06-16 23:03:25,681 views 38 Image code: XW8O
INFO 2019-06-16 23:03:25,687 basehttp 154 "GET /image_codes/aa44bdc2-9ecd-41b7-a54a-c9f2769d52cf/ HTTP/1.1" 200 3596
INFO 2019-06-16 23:03:28,362 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4858
INFO 2019-06-16 23:03:28,477 views 38 Image code: CHIF
INFO 2019-06-16 23:03:28,479 basehttp 154 "GET /image_codes/2a7e1181-f462-4128-aa55-a79414928bdd/ HTTP/1.1" 200 3023
INFO 2019-06-16 23:03:29,205 basehttp 154 "GET /users/login/ HTTP/1.1" 200 3991
INFO 2019-06-16 23:03:30,534 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4858
INFO 2019-06-16 23:03:30,634 views 38 Image code: JFQG
INFO 2019-06-16 23:03:30,635 basehttp 154 "GET /image_codes/68b08c1a-5cb2-4a8e-89e5-387c230b377a/ HTTP/1.1" 200 2925
INFO 2019-06-16 23:03:32,853 views 38 Image code: FI9L
INFO 2019-06-16 23:03:32,854 basehttp 154 "GET /image_codes/b37acd24-6c6b-4dc8-b2a9-05ee27289e2a/ HTTP/1.1" 200 3024
INFO 2019-06-16 23:03:33,428 views 38 Image code: FLTU
INFO 2019-06-16 23:03:33,429 basehttp 154 "GET /image_codes/7dc2a83a-09ad-45a0-8890-7ef95f7b2681/ HTTP/1.1" 200 3410
WARNING 2019-06-16 23:06:56,423 log 228 Not Found: /image_codes
WARNING 2019-06-16 23:06:56,426 basehttp 154 "GET /image_codes HTTP/1.1" 404 2338
WARNING 2019-06-16 23:08:19,941 log 228 Not Found: /image_code
WARNING 2019-06-16 23:08:19,944 basehttp 154 "GET /image_code HTTP/1.1" 404 2307
ERROR 2019-06-16 23:08:23,600 log 228 Internal Server Error: /image_codes
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/local/lib/python3.6/dist-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/django/views/generic/base.py", line 88, in dispatch
    return handler(request, *args, **kwargs)
TypeError: get() missing 1 required positional argument: 'image_code_id'
ERROR 2019-06-16 23:08:23,607 basehttp 154 "GET /image_codes HTTP/1.1" 500 69962
ERROR 2019-06-16 23:08:40,844 log 228 Internal Server Error: /image_codes
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/local/lib/python3.6/dist-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/django/views/generic/base.py", line 88, in dispatch
    return handler(request, *args, **kwargs)
TypeError: get() missing 1 required positional argument: 'image_code_id'
ERROR 2019-06-16 23:08:40,850 basehttp 154 "GET /image_codes HTTP/1.1" 500 70097
ERROR 2019-06-16 23:08:42,777 log 228 Internal Server Error: /image_codes
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 126, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/local/lib/python3.6/dist-packages/django/core/handlers/base.py", line 124, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/local/lib/python3.6/dist-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/django/views/generic/base.py", line 88, in dispatch
    return handler(request, *args, **kwargs)
TypeError: get() missing 1 required positional argument: 'image_code_id'
